"","sentence_id","word","element_id","word_count","sentiment"
"1",38,"information",43,1,0.4
"2",42,"general",48,1,0.4
"3",46,"general",54,1,0.4
"4",57,"general",67,1,0.4
"5",61,"chairman",73,1,0.25
"6",96,"loss",119,1,-0.75
"7",99,"comprehensive",122,1,0.75
"8",116,"equity",142,1,1
"9",122,"equity",149,1,1
"10",128,"cash",156,1,0.4
"11",141,"major",173,1,0.4
"12",150,"general",183,1,0.4
"13",155,"information",190,1,0.4
"14",197,"chairman",235,1,0.25
"15",203,"director",241,1,0.25
"16",232,"main",270,1,0.4
"17",234,"custody",272,1,-0.4
"18",237,"limited",275,1,-0.75
"19",268,"limited",316,1,-0.75
"20",275,"limited",324,1,-0.75
"21",295,"limited",347,1,-0.75
"22",323,"shares",383,1,0.1
"23",328,"shares",388,1,0.1
"24",335,"exchange",395,1,0.25
"25",340,"exchange",400,1,0.25
"26",346,"general",407,1,0.4
"27",357,"general",418,1,0.4
"28",392,"received",457,1,0.6
"29",396,"presence",461,1,0.4
"30",401,"approve",467,1,0.5
"31",409,"general",475,1,0.4
"32",419,"adopt",487,1,0.5
"33",435,"chairman",505,1,0.25
"34",454,"share",526,1,0.5
"35",463,"approve",540,1,0.5
"36",482,"elect",562,1,0.6
"37",490,"director",570,1,0.25
"38",508,"eligible",589,1,0.8
"39",530,"director",612,1,0.25
"40",548,"eligible",631,1,0.8
"41",584,"risk",671,1,-0.75
"42",590,"continue",677,1,0.4
"43",665,"special",759,1,0.8
"44",672,"fit",767,1,0.4
"45",674,"amend",769,1,0.8
"46",686,"special",787,1,0.8
"47",733,"hybrid",836,1,0.25
"48",749,"permitting",852,1,0.8
"49",757,"communicate",860,1,0.6
"50",768,"capable",871,1,0.5
"51",774,"participation",877,1,0.6
"52",778,"presence",881,1,0.4
"53",793,"present",896,1,0.25
"54",801,"general",905,1,0.4
"55",804,"special",908,1,0.8
"56",815,"determined",921,1,0.5
"57",828,"excluding",934,1,-0.8
"58",860,"general",970,1,0.4
"59",864,"general",974,1,0.4
"60",875,"technology",985,1,0.1
"61",889,"technology",999,1,0.1
"62",892,"hybrid",1002,1,0.25
"63",911,"communicate",1021,1,0.6
"64",918,"capable",1028,1,0.5
"65",924,"participation",1034,1,0.6
"66",928,"presence",1038,1,0.4
"67",945,"present",1055,1,0.25
"68",956,"general",1067,1,0.4
"69",964,"received",1075,1,0.6
"70",980,"entitled",1093,1,-0.25
"71",989,"entitled",1102,1,-0.25
"72",1033,"advance",1146,1,0.8
"73",1037,"general",1150,1,0.4
"74",1083,"general",1203,1,0.4
"75",1093,"pandemic",1216,1,-1
"76",1104,"general",1227,1,0.4
"77",1111,"wishing",1235,1,0.8
"78",1178,"purchase",1304,1,0.25
"79",1180,"shares",1306,1,0.1
"80",1183,"shares",1309,1,0.1
"81",1193,"assistance",1319,1,0.8
"82",1248,"wishing",1387,1,0.8
"83",1300,"option",1441,1,0.4
"84",1339,"option",1480,1,0.4
"85",1376,"custody",1520,1,-0.4
"86",1389,"wishing",1534,1,0.8
"87",1413,"option",1558,1,0.4
"88",1430,"option",1577,1,0.4
"89",1452,"entitled",1602,1,-0.25
"90",1461,"entitled",1611,1,-0.25
"91",1488,"chairman",1638,1,0.25
"92",1505,"enabled",1655,1,0.6
"93",1511,"included",1661,1,0.6
"94",1519,"available",1669,1,0.8
"95",1530,"regulatory",1680,1,-0.25
"96",1540,"available",1690,1,0.8
"97",1546,"custody",1696,1,-0.4
"98",1569,"attorney",1719,1,-0.25
"99",1571,"authorized",1721,1,0.6
"100",1602,"authorized",1752,1,0.6
"101",1603,"attorney",1753,1,-0.25
"102",1622,"custody",1772,1,-0.4
"103",1639,"received",1789,1,0.6
"104",1678,"rejected",1832,1,-1
"105",1685,"concerned",1839,1,-0.6
"106",1693,"allow",1848,1,0.25
"107",1698,"issues",1853,1,-1
"108",1704,"general",1860,1,0.4
"109",1732,"general",1889,1,0.4
"110",1750,"prompt",1907,1,0.6
"111",1775,"prompt",1933,1,0.6
"112",1781,"ahead",1939,1,0.8
"113",1785,"reminding",1943,1,-0.25
"114",1801,"providing",1959,1,0.8
"115",1841,"chairman",2000,1,0.25
"116",1865,"forward",2027,1,0.6
"117",1869,"results",2032,1,0.25
"118",1884,"preferred",2049,1,0.8
"119",1898,"wish",2064,1,0.8
"120",1915,"payment",2081,1,-0.1
"121",1927,"share",2095,1,0.5
"122",1929,"custody",2097,1,-0.4
"123",1932,"limited",2100,1,-0.75
"124",1934,"present",2103,1,0.25
"125",1953,"assets",2122,1,0.5
"126",1963,"shares",2134,1,0.1
"127",1986,"assets",2158,1,0.5
"128",1987,"authority",2159,1,0.5
"129",1989,"authority",2161,1,0.5
"130",1991,"abandoned",2163,1,-0.5
"131",1992,"assets",2164,1,0.5
"132",1999,"present",2171,1,0.25
"133",2004,"unpaid",2176,1,-0.8
"134",2010,"contact",2182,1,0.4
"135",2012,"share",2184,1,0.5
"136",2014,"custody",2186,1,-0.4
"137",2017,"limited",2189,1,-0.75
"138",2026,"unpaid",2198,1,-0.8
"139",2029,"avert",2201,1,-0.25
"140",2031,"risk",2203,1,-0.75
"141",2039,"authority",2211,1,0.5
"142",2040,"custody",2212,1,-0.4
"143",2043,"limited",2215,1,-0.75
"144",2072,"general",2248,1,0.4
"145",2087,"present",2266,1,0.25
"146",2122,"chairman",2301,1,0.25
"147",2126,"director",2305,1,0.25
"148",2127,"director",2306,1,0.25
"149",2128,"director",2307,1,0.25
"150",2129,"director",2308,1,0.25
"151",2130,"director",2309,1,0.25
"152",2133,"director",2312,1,0.25
"153",2141,"limited",2320,1,-0.75
"154",2144,"limited",2323,1,-0.75
"155",2146,"director",2325,1,0.25
"156",2151,"present",2331,1,0.25
"157",2153,"attendance",2333,1,0.4
"158",2170,"chairman",2350,1,0.25
"159",2175,"welcoming",2355,1,1
"160",2183,"general",2363,1,0.4
"161",2205,"pandemic",2386,1,-1
"162",2211,"present",2392,1,0.25
"163",2224,"introduced",2405,1,0.6
"164",2240,"present",2421,1,0.25
"165",2254,"chairman",2436,1,0.25
"166",2267,"received",2449,1,0.6
"167",2269,"confirmed",2451,1,0.5
"168",2271,"presence",2453,1,0.4
"169",2283,"chairman",2465,1,0.25
"170",2288,"properly",2470,1,1
"171",2292,"chairman",2475,1,0.25
"172",2296,"chairman",2479,1,0.25
"173",2307,"management",2490,1,0.4
"174",2318,"virus",2502,1,-0.5
"175",2320,"well",2504,1,0.8
"176",2322,"support",2506,1,0.5
"177",2327,"community",2511,1,0.6
"178",2331,"government",2515,1,-0.5
"179",2336,"pandemic",2521,1,-1
"180",2353,"community",2538,1,0.6
"181",2367,"virus",2554,1,-0.5
"182",2371,"initiated",2558,1,0.6
"183",2372,"community",2559,1,0.6
"184",2377,"prevent",2564,1,-0.25
"185",2382,"virus",2570,1,-0.5
"186",2383,"including",2571,1,0.6
"187",2388,"clean",2576,1,0.75
"188",2391,"protective",2579,1,0.5
"189",2399,"assist",2587,1,0.8
"190",2410,"experienced",2598,1,0.6
"191",2431,"pandemic",2622,1,-1
"192",2435,"confidence",2626,1,0.75
"193",2441,"exceptional",2632,1,0.5
"194",2445,"provide",2636,1,0.8
"195",2446,"additional",2637,1,0.25
"196",2447,"opportunities",2638,1,1
"197",2457,"better",2648,1,0.8
"198",2458,"improve",2649,1,0.75
"199",2460,"performance",2651,1,0.4
"200",2462,"chairman",2653,1,0.25
"201",2469,"relating",2660,1,0.1
"202",2483,"chairman",2674,1,0.25
"203",2522,"reading",2713,1,0.1
"204",2533,"results",2727,1,0.25
"205",2555,"chairman",2750,1,0.25
"206",2565,"general",2760,1,0.4
"207",2581,"available",2778,1,0.8
"208",2589,"recommended",2786,1,0.5
"209",2607,"general",2805,1,0.4
"210",2631,"chairman",2835,1,0.25
"211",2632,"recommended",2836,1,0.5
"212",2639,"chairman",2843,1,0.25
"213",2691,"chairman",2901,1,0.25
"214",2692,"confirmed",2902,1,0.5
"215",2697,"received",2907,1,0.6
"216",2713,"chairman",2923,1,0.25
"217",2740,"chairman",2950,1,0.25
"218",2744,"director",2954,1,0.25
"219",2760,"chairman",2970,1,0.25
"220",2771,"relating",2981,1,0.1
"221",2785,"chairman",2995,1,0.25
"222",2818,"confirmed",3028,1,0.5
"223",2828,"discussion",3038,1,0.4
"224",2854,"guide",3064,1,0.6
"225",2861,"procedure",3071,1,0.4
"226",2863,"respect",3073,1,0.5
"227",2871,"results",3082,1,0.25
"228",2885,"outcome",3096,1,-0.25
"229",2896,"general",3107,1,0.4
"230",2905,"approval",3116,1,1
"231",2924,"resolved",3135,1,0.6
"232",2933,"general",3144,1,0.4
"233",2942,"approved",3155,1,1
"234",2967,"resolved",3182,1,0.6
"235",2987,"chairman",3204,1,0.25
"236",3014,"grace",3231,1,1
"237",3019,"resolved",3236,1,0.6
"238",3030,"share",3248,1,0.5
"239",3032,"respect",3250,1,0.5
"240",3043,"approved",3263,1,1
"241",3045,"payment",3265,1,-0.1
"242",3083,"resolved",3305,1,0.6
"243",3105,"approved",3329,1,1
"244",3115,"general",3340,1,0.4
"245",3122,"results",3348,1,0.25
"246",3147,"resolved",3373,1,0.6
"247",3155,"director",3381,1,0.25
"248",3178,"eligible",3405,1,0.8
"249",3219,"unanimously",3447,1,0.25
"250",3220,"resolved",3448,1,0.6
"251",3227,"director",3455,1,0.25
"252",3245,"eligible",3474,1,0.8
"253",3286,"resolved",3516,1,0.6
"254",3293,"director",3523,1,0.25
"255",3331,"special",3565,1,0.8
"256",3335,"received",3569,1,0.6
"257",3372,"risk",3608,1,-0.75
"258",3390,"resolved",3626,1,0.6
"259",3414,"risk",3652,1,-0.75
"260",3422,"continue",3660,1,0.4
"261",3465,"unanimously",3703,1,0.25
"262",3466,"resolved",3704,1,0.6
"263",3506,"authorized",3749,1,0.6
"264",3529,"chairman",3775,1,0.25
"265",3536,"eat",3783,1,0.6
"266",3543,"care",3790,1,1
"267",3546,"safe",3793,1,0.75
"268",3550,"pandemic",3798,1,-1
"269",3551,"confirmed",3799,1,0.5
"270",3553,"chairman",3801,1,0.25
"271",3556,"chairman",3805,1,0.25
"272",3564,"results",3815,1,0.25
"273",3577,"production",3828,1,0.1
"274",3582,"production",3833,1,0.1
"275",3597,"results",3848,1,0.25
"276",3617,"experienced",3868,1,0.6
"277",3618,"greater",3869,1,0.5
"278",3630,"increased",3881,1,0.5
"279",3634,"young",3885,1,0.4
"280",3646,"enhanced",3897,1,0.8
"281",3652,"commitment",3903,1,0.5
"282",3656,"critical",3907,1,-0.6
"283",3664,"level",3915,1,0.4
"284",3682,"production",3934,1,0.1
"285",3686,"decline",3938,1,-0.75
"286",3692,"fall",3944,1,-0.25
"287",3709,"production",3961,1,0.1
"288",3728,"instructive",3981,1,0.4
"289",3739,"markets",3992,1,0.1
"290",3750,"confidence",4003,1,0.75
"291",3752,"trust",4005,1,0.5
"292",3759,"performance",4012,1,0.4
"293",3761,"greater",4014,1,0.5
"294",3765,"notably",4018,1,0.6
"295",3768,"increased",4021,1,0.5
"296",3776,"young",4032,1,0.4
"297",3779,"mature",4035,1,0.75
"298",3784,"growing",4040,1,0.8
"299",3788,"marginally",4044,1,-0.4
"300",3789,"increased",4045,1,0.5
"301",3791,"improved",4047,1,0.75
"302",3796,"growth",4052,1,0.5
"303",3800,"production",4056,1,0.1
"304",3805,"concern",4061,1,-0.6
"305",3808,"production",4064,1,0.1
"306",3823,"growing",4079,1,0.8
"307",3827,"leads",4083,1,0.4
"308",3830,"production",4086,1,0.1
"309",3833,"production",4089,1,0.1
"310",3849,"fully",4105,1,0.4
"311",3850,"appreciate",4106,1,0.5
"312",3876,"optimistic",4132,1,0.5
"313",3879,"production",4135,1,0.1
"314",3891,"recommends",4147,1,0.8
"315",3893,"increase",4149,1,0.5
"316",3898,"share",4154,1,0.5
"317",3905,"share",4163,1,0.5
"318",3916,"markets",4175,1,0.1
"319",3923,"pandemic",4182,1,-1
"320",3931,"increased",4190,1,0.5
"321",3950,"management",4209,1,0.4
"322",3954,"mature",4213,1,0.75
"323",3962,"risk",4221,1,-0.75
"324",3971,"new",4230,1,0.8
"325",3977,"production",4236,1,0.1
"326",3980,"consistent",4239,1,0.8
"327",3985,"established",4244,1,0.4
"328",3987,"thriving",4246,1,0.5
"329",3988,"new",4247,1,0.8
"330",3990,"immature",4249,1,-0.5
"331",3997,"production",4257,1,0.1
"332",4007,"new",4267,1,0.8
"333",4019,"production",4279,1,0.1
"334",4025,"planning",4285,1,0.25
"335",4030,"new",4290,1,0.8
"336",4052,"cultivation",4313,1,0.6
"337",4055,"chairman",4317,1,0.25
"338",4074,"technology",4338,1,0.1
"339",4078,"cracking",4342,1,-0.4
"340",4083,"increase",4347,1,0.5
"341",4093,"producing",4357,1,0.6
"342",4096,"quality",4360,1,1
"343",4101,"technology",4365,1,0.1
"344",4103,"food",4367,1,0.4
"345",4111,"harvest",4375,1,0.6
"346",4115,"level",4379,1,0.4
"347",4146,"integrated",4410,1,0.6
"348",4150,"art",4414,1,0.6
"349",4155,"production",4419,1,0.1
"350",4156,"level",4420,1,0.4
"351",4164,"dams",4428,1,-0.25
"352",4166,"efficient",4430,1,0.75
"353",4177,"vital",4441,1,0.4
"354",4181,"sustainability",4445,1,1
"355",4183,"exciting",4447,1,0.75
"356",4184,"opportunities",4448,1,1
"357",4198,"producing",4462,1,0.6
"358",4199,"affordable",4463,1,0.8
"359",4200,"good",4464,1,0.75
"360",4201,"quality",4465,1,1
"361",4207,"production",4471,1,0.1
"362",4209,"include",4473,1,0.6
"363",4212,"strengthen",4476,1,0.5
"364",4225,"acceptable",4489,1,0.5
"365",4227,"talk",4491,1,0.4
"366",4247,"grow",4511,1,0.8
"367",4250,"sustainable",4514,1,1
"368",4251,"traditional",4515,1,0.6
"369",4268,"technology",4532,1,0.1
"370",4272,"create",4536,1,0.6
"371",4274,"sustainable",4538,1,1
"372",4281,"essential",4545,1,0.6
"373",4286,"working",4551,1,0.25
"374",4290,"trust",4555,1,0.5
"375",4298,"strict",4563,1,-0.4
"376",4312,"conservation",4577,1,0.8
"377",4316,"enhancement",4581,1,0.8
"378",4318,"natural",4583,1,0.6
"379",4339,"strategic",4604,1,0.6
"380",4344,"focused",4609,1,0.6
"381",4350,"vital",4615,1,0.4
"382",4386,"united",4651,1,0.5
"383",4388,"guiding",4653,1,0.6
"384",4400,"attorney",4665,1,-0.25
"385",4401,"general",4666,1,0.4
"386",4413,"effectively",4678,1,0.5
"387",4424,"joined",4689,1,0.6
"388",4426,"growing",4691,1,0.8
"389",4430,"focused",4695,1,0.6
"390",4436,"guiding",4701,1,0.6
"391",4451,"established",4716,1,0.4
"392",4456,"level",4721,1,0.4
"393",4457,"grievance",4722,1,-0.5
"394",4460,"fully",4725,1,0.4
"395",4478,"transparent",4743,1,-0.25
"396",4481,"receiving",4746,1,0.6
"397",4487,"grievances",4752,1,-1
"398",4508,"guiding",4773,1,0.6
"399",4515,"welcomed",4780,1,0.75
"400",4517,"endorsed",4782,1,0.5
"401",4528,"progressive",4793,1,0.25
"402",4534,"strengthen",4799,1,0.5
"403",4536,"relationships",4801,1,0.25
"404",4546,"right",4811,1,0.8
"405",4555,"player",4820,1,-0.1
"406",4560,"exchange",4825,1,0.25
"407",4594,"community",4860,1,0.6
"408",4605,"economic",4871,1,-0.25
"409",4613,"economic",4879,1,-0.25
"410",4614,"empowerment",4880,1,1
"411",4622,"flagship",4888,1,0.4
"412",4636,"pay",4902,1,-0.1
"413",4653,"chairman",4921,1,0.25
"414",4674,"considerable",4945,1,0.1
"415",4675,"expenditure",4946,1,-0.25
"416",4677,"providing",4948,1,0.8
"417",4679,"correct",4950,1,0.6
"418",4680,"safety",4951,1,0.8
"419",4684,"work",4955,1,0.25
"420",4688,"working",4959,1,0.25
"421",4709,"community",4981,1,0.6
"422",4719,"strain",4991,1,-0.6
"423",4724,"dedicated",4996,1,0.5
"424",4728,"government",5000,1,-0.5
"425",4733,"fresh",5005,1,0.5
"426",4743,"good",5015,1,0.75
"427",4744,"rainfall",5016,1,0.1
"428",4750,"dams",5023,1,-0.25
"429",4753,"providing",5026,1,0.8
"430",4756,"adequate",5029,1,0.5
"431",4758,"resources",5031,1,0.25
"432",4776,"expand",5050,1,0.1
"433",4779,"continue",5053,1,0.4
"434",4794,"management",5068,1,0.4
"435",4801,"mentor",5075,1,0.8
"436",4803,"nurture",5077,1,0.8
"437",4804,"university",5078,1,0.6
"438",4813,"opportunity",5087,1,0.5
"439",4820,"management",5094,1,0.4
"440",4822,"opportunities",5096,1,1
"441",4828,"positive",5102,1,0.75
"442",4837,"continue",5111,1,0.4
"443",4839,"develop",5113,1,0.1
"444",4843,"additional",5117,1,0.25
"445",4850,"domestic",5124,1,-0.25
"446",4853,"markets",5127,1,0.1
"447",4856,"priority",5130,1,0.6
"448",4860,"include",5134,1,0.6
"449",4862,"frozen",5136,1,-0.25
"450",4869,"quality",5143,1,1
"451",4872,"snacks",5146,1,0.4
"452",4885,"continue",5159,1,0.4
"453",4887,"strategic",5161,1,0.6
"454",4894,"sustainability",5168,1,1
"455",4897,"commitment",5171,1,0.5
"456",4909,"constructive",5183,1,1
"457",4914,"including",5188,1,0.6
"458",4925,"government",5199,1,-0.5
"459",4927,"government",5201,1,-0.5
"460",4928,"civil",5202,1,0.8
"461",4935,"objective",5209,1,0.4
"462",4941,"ensure",5215,1,0.8
"463",4954,"progress",5228,1,0.75
"464",4963,"focused",5237,1,0.6
"465",4968,"united",5242,1,0.5
"466",4970,"sustainable",5244,1,1
"467",4976,"well",5250,1,0.8
"468",4984,"accept",5258,1,1
"469",4986,"importance",5260,1,0.5
"470",4996,"best",5270,1,0.5
"471",4997,"capture",5271,1,-0.6
"472",5002,"aspirations",5276,1,0.8
"473",5008,"community",5282,1,0.6
"474",5010,"integral",5284,1,0.6
"475",5014,"sustainability",5288,1,1
"476",5047,"advance",5321,1,0.8
"477",5050,"care",5324,1,1
"478",5089,"information",5369,1,0.4
"479",5093,"general",5374,1,0.4
"480",5097,"general",5379,1,0.4
"481",5108,"general",5392,1,0.4
"482",5112,"chairman",5398,1,0.25
"483",5142,"loss",5438,1,-0.75
"484",5145,"comprehensive",5441,1,0.75
"485",5162,"equity",5461,1,1
"486",5168,"equity",5468,1,1
"487",5174,"cash",5475,1,0.4
"488",5187,"major",5492,1,0.4
"489",5196,"general",5502,1,0.4
"490",5201,"information",5509,1,0.4
"491",5243,"chairman",5554,1,0.25
"492",5251,"director",5564,1,0.25
"493",5256,"chairman",5569,1,0.25
"494",5268,"deceased",5583,1,-1
"495",5292,"main",5611,1,0.4
"496",5294,"custody",5613,1,-0.4
"497",5297,"limited",5616,1,-0.75
"498",5328,"limited",5657,1,-0.75
"499",5334,"limited",5664,1,-0.75
"500",5354,"limited",5687,1,-0.75
"501",5382,"shares",5723,1,0.1
"502",5387,"shares",5728,1,0.1
"503",5394,"exchange",5735,1,0.25
"504",5399,"exchange",5740,1,0.25
"505",5405,"general",5747,1,0.4
"506",5416,"general",5758,1,0.4
"507",5454,"presence",5800,1,0.4
"508",5459,"approve",5806,1,0.5
"509",5467,"general",5814,1,0.4
"510",5477,"adopt",5826,1,0.5
"511",5492,"chairman",5843,1,0.25
"512",5511,"share",5864,1,0.5
"513",5520,"approve",5878,1,0.5
"514",5541,"elect",5902,1,0.6
"515",5549,"director",5910,1,0.25
"516",5572,"eligible",5934,1,0.8
"517",5594,"director",5957,1,0.25
"518",5612,"eligible",5976,1,0.8
"519",5667,"special",6036,1,0.8
"520",5671,"received",6040,1,0.6
"521",5711,"risk",6085,1,-0.75
"522",5717,"continue",6091,1,0.4
"523",5799,"general",6181,1,0.4
"524",5807,"received",6189,1,0.6
"525",5823,"entitled",6207,1,-0.25
"526",5832,"entitled",6216,1,-0.25
"527",5876,"advance",6260,1,0.8
"528",5880,"general",6264,1,0.4
"529",5926,"general",6317,1,0.4
"530",5930,"wishing",6322,1,0.8
"531",5977,"purchase",6371,1,0.25
"532",5979,"shares",6373,1,0.1
"533",5982,"shares",6376,1,0.1
"534",5992,"assistance",6386,1,0.8
"535",6049,"wishing",6456,1,0.8
"536",6102,"option",6511,1,0.4
"537",6141,"option",6550,1,0.4
"538",6178,"custody",6590,1,-0.4
"539",6191,"wishing",6604,1,0.8
"540",6215,"option",6628,1,0.4
"541",6239,"option",6654,1,0.4
"542",6260,"entitled",6678,1,-0.25
"543",6269,"entitled",6687,1,-0.25
"544",6296,"chairman",6714,1,0.25
"545",6314,"included",6732,1,0.6
"546",6322,"available",6740,1,0.8
"547",6333,"regulatory",6751,1,-0.25
"548",6343,"available",6761,1,0.8
"549",6349,"custody",6767,1,-0.4
"550",6372,"attorney",6790,1,-0.25
"551",6374,"authorized",6792,1,0.6
